Claimant ZIP,Employer ZIP,Case,Filed,Status,Employer,Amount Demanded,Amount Resolved,Closed,Industry
60641,60804,15-A00144,2015-03-31,Dismissed,Merendero San Marcos,,,2015-10-16,Restaurant
62704,62656,15-A00145,2015-04-01,Dismissed,"AAA Siding and Windows, Inc",,,2015-05-01,Construction/Landscaping
60115,60115,15-A00146,2015-04-01,Dismissed,"D Ryan Tree and Landscaping, LLC",,,2016-09-06,Construction/Landscaping
,60443,15-A00147,2015-04-01,Fully Paid,Planet Toyota,,,2015-08-28,Automotive
60131,60505,15-A00148,2015-04-01,Dismissed,"SDC CPA's, LLC",,,2016-04-01,Financial Services
60629,60654,15-A00149,2015-04-01,Dismissed,Randell Townsel,,,2015-11-18,Construction/Landscaping
60706,60707,15-A00150,2015-04-01,Dismissed,"ZMH Construction, Inc",,,2016-02-01,Construction/Landscaping
60126,60008,15-A00151,2015-04-01,Fully Paid,Designs by Maida,,,2015-11-17,Service
61084,61020,15-A00152,2015-04-01,Dismissed,Village of Davis Junction,,,2016-09-15,Government
62539,61455,15-A00153,2015-04-01,Dismissed,Illinois Rural Letter Carrier's Assoc,,,2016-05-24,Service
60515,60532,15-A00154,2015-04-01,Dismissed,JPN Transport Inc,,,2016-04-27,Transportation
60565,60563,15-A00155,2015-04-01,Dismissed,"Buzz and Lou's Pasta House, LLC",,,2016-04-18,Restaurant
60453,60633,15-A00156,2015-04-01,Dismissed,O'Rourke Cartage,,,2016-05-26,Transportation
60647,60712,15-A00157,2015-04-01,Dismissed,Done Right Moving and Storage,,,2016-02-11,Service
60637,60628,15-A00158,2015-04-06,Dismissed,Imperial Zinc Corp,,,,
60107,60193,15-A00159,2015-04-06,Dismissed,BNC Quality Auto Body,0,,2015-12-19,Automotive
61864,61817,15-A00160,2015-04-06,Dismissed,Catlin Community Unit School District #5,,,2016-04-18,Education
62025,62249,15-A00161,2015-04-06,Dismissed,Bright Beginnings,,,2015-08-11,Education
60628,60605,15-A00162,2015-04-06,Dismissed,Republic of Couture,,,2015-04-30,Apparel & Accessories
60651,60651,15-A00163,2015-04-06,Dismissed,"Tasty Beef and Sub, Inc",,,2016-03-29,Fast Food
60008,60089,15-A00164,2015-04-06,Fully Paid,Versailles Restaurant,2160,,2016-03-22,Restaurant
60099,60439,15-A00165,2015-04-06,Dismissed,"Three Generations Enterprise, Inc",,,2015-05-04,Transportation
60647,60622,15-A00166,2015-04-06,Dismissed,Hunter and Tails ,,,2015-10-24,Restaurant
61920,61938,15-A00167,2015-04-06,Dismissed,Steak N Shake,,,2015-05-01,Restaurant
60623,60607,15-A00169,2015-04-08,Dismissed,Little Goat,,,2016-08-18,Restaurant
60420,60420,15-A00170,2015-04-08,Dismissed,Future's Unlimited,,,2015-05-04,
61356,61356,15-A00171,2015-04-08,Dismissed,MONTEREY MUSHROOMS,,,2015-08-03,
60639,60062,15-A00172,2015-04-08,Dismissed,All Pro Cleaning Systems Inc. ,,,,
89123,60607,15-A00173,2015-04-08,Dismissed,Market Bar Chicago,,,2015-05-04,
60652,60430,15-A00174,2015-03-26,Dismissed,Law Office of Ernest B Fenton,,,2015-05-20,Legal
60432,60432,15-A00175,2015-04-08,Dismissed,Texas Road House,,,2015-05-21,Restaurant
60624,60714,15-A00176,2015-04-08,Dismissed,Home Depot,,,2015-04-27,
53144,60099,15-A00177,2015-04-08,Dismissed,North Pointe Resources,,,2015-04-27,
60403,60435,15-A00178,2015-04-08,Dismissed,Sooper Lube,,,2015-05-20,
62864,62801,15-A00179,2015-04-08,Dismissed,The Swan Corporation,,,2015-08-04,
60629,60632,15-A00180,2015-04-08,Dismissed,CPS Thomas Kelly High School,,,2015-04-08,
60608,60605,15-A00181,2015-04-08,Dismissed,Chase Bank,,,2015-08-04,
60174,60193,15-A00182,2015-04-09,Dismissed,Redmons Towing,,,2015-12-19,Transportation
60560,60655,15-A00183,2015-03-09,Fully Paid,Ridge Country Club,2928.19,,2016-06-24,Entertainment & Leisure
60619,60619,15-A00184,2015-03-05,Dismissed,Sam's Cut Rate Food and Liquor,,,2016-04-29,
60623,60619,15-A00185,2015-03-10,Dismissed,Henry's Sober Living House,,,2016-06-15,Non-Profit
60451,60467,15-A00186,2015-02-23,Fully Paid,"JPK Capital, Ltd.",11309.54,,2016-04-08,Real Estate
60446,60446,15-A00187,2015-02-26,Dismissed,McCahill Painting Company,,,2016-03-29,Cleaning Services - Home & Office
60435,60447,15-A00188,2015-03-09,Dismissed,Tasty Bite,,,2016-06-15,Restaurant
61455,61455,15-A00189,2015-02-13,Dismissed,"d/b/a LaHarpe Family Diner, d/b/a Macomb Family Diner",,,2015-04-21,Restaurant
62526,62521,15-A00190,2015-02-11,Dismissed,"Heavner, Beyers & Mihlar, LLC",,,2015-06-26,
61704,97208,15-A00191,2015-02-26,Dismissed,Con-Way Freight,,,2015-11-18,Transportation
62526,62523,15-A00192,2015-03-09,Dismissed,"Heavner, Scott, Beyers & Mihlar LLC",,,2015-06-18,Legal
60071,60051,15-A00193,2015-02-12,Fully Paid,Chapel Hill Tire & Auto,2416.77,,2017-03-17,Automotive
60089,60089,15-A00194,2015-03-09,Fully Paid,Pediatric Dental Associates,129.89,,2016-03-09,Health Care
60438,60426,15-A00195,2015-01-16,Dismissed,Baba Food & Liquor,,0,2015-08-31,
60525,60402,15-A00196,2015-02-18,Dismissed,Thermo Enterprises LLC,,,2016-04-27,"Food, Beverage & Tobacco"
62249,62230,15-A00197,2015-02-17,Fully Paid,"CC Food Marts, Inc.",13152.04,,2016-03-25,Retail & Wholesale
60016,60005,15-A00199,2015-01-20,Fully Paid,"Absolute Home Care, LLC",3438.55,,2016-09-13,Health Care
60620,60620,15-A00200,2015-01-21,Dismissed,Kiddie Heaven Learning Academy,,,2016-05-27,Education
60450,60174,15-A00201,2015-02-20,Dismissed,Rich Thompson,,,2016-04-04,Construction/Landscaping
61101,61103,15-A00203,2015-01-30,Dismissed,Rock River Health Care ,,,2016-09-20,Health Care
60013,60021,15-A00204,2015-01-26,Dismissed,Turtle Express Fox River Grove,,,2016-04-25,Education
60099,60085,15-A00205,2015-01-23,Dismissed,Milan Banquet Hall,,,2015-08-10,
60045,60031,15-A00206,2015-02-04,Fully Paid,Center for Internal Medicine,1941.04,,2016-10-20,Health Care
60107,60110,15-A00207,2015-01-14,Fully Paid,Performance Stamping,1006.32,,2016-02-11,Manufacturing
60014,07960,15-A00208,2015-01-07,Dismissed,Artech Information Systems LLC,,,2015-04-30,
62471,62471,15-A00209,2015-01-26,Dismissed,"Midwest Easement Services, LLC",,,2016-03-10,Construction/Landscaping
60085,60031,15-A00211,2015-04-01,Dismissed,Avalon Family Restaurant,,,2015-12-19,Restaurant
60513,60517,15-A00212,2015-04-01,Dismissed,Optimum Staffing/Logistics Solutions,,,2016-04-29,Transportation
61701,61704,15-A00213,2015-01-26,Dismissed,Mid-Illini Credit Union,,,2015-09-07,Banking
60647,10017,15-A00214,2015-01-14,Dismissed,JP Morgan Chase & company,129.8,,2017-01-19,Banking
60452,60478,15-A00215,2015-04-01,Dismissed,City of Country Club Hills,,,2015-08-31,
60406,60555,15-A00217,2015-02-13,Dismissed,"Dave's Home Renovations, Inc.",,,,
60026,60026,15-A00219,2015-01-08,Dismissed,Priyanka Rohatgi-Nalin Rohatgi ,,,,
60629,60632,15-A00220,2015-01-20,Dismissed,Euromex Insurance Group Inc.,,,,Insurance
61021,61021,15-A00221,2015-01-16,Dismissed,"Ken Nelson Auto Plaza, Inc.",,,2016-09-15,Automotive
60629,60517,15-A00222,2015-02-20,Dismissed,Prodigy Mailing,,,2016-04-29,Service
60641,60661,15-A00223,2015-03-03,Dismissed,Burger Joint Bar and Grill,,,2016-06-17,Restaurant
,60056,15-A00224,2015-03-25,Dismissed,White Way Sign and Maintenance Co,,,,Service
46360,,15-A00225,2015-03-16,Dismissed,"Universal Protection Service, LP",,,,Transportation
60432,60435,15-A00226,2015-04-17,Dismissed,"Nu-Way Staffing, LLC",,,,
60612,60453,15-A00227,2015-02-06,Dismissed,Blake-Lamb Funeral Home,,,,
62226,,15-A00228,2015-03-12,Dismissed,Swansea Laundry ,,,,
62454,62454,15-A00229,2015-04-20,Dismissed,Wal-Mart Store#0422,,,2015-06-25,
60629,60612,15-A00230,2015-04-20,Dismissed,Levy Restaurants,,,2015-05-21,
60601,60445,15-A00231,2015-04-20,Dismissed,STEINER SECURITY COMPANY,,,2015-04-20,
60649,60611,15-A00232,2015-04-20,Dismissed,TGI FRIDAYS INC,,,2015-06-25,
60101,60108,15-A00233,2015-04-20,Dismissed,GORMAN'S HOSPITALITY SOLUTIONS,,,2015-05-04,
,61820,15-A00234,2015-04-20,Dismissed,CHRISTIE CLINIC VEIN AND VASCULAR DEPT,,,2015-04-20,
60630,60101,15-A00235,2015-04-21,Dismissed,Metals and Services,,,2015-05-20,
60090,60048,15-A00236,2015-03-16,Dismissed,Libertyville Vision Center,,,2015-08-10,Health Care
60156,92704,15-A00237,2015-02-26,Dismissed,UTI Integrated Logistics,,,2015-08-10,Manufacturing
60194,60056,15-A00238,2015-03-16,Dismissed,"Lechner and Sons, Inc",,,2015-08-10,Service
60169,60143,15-A00239,2015-03-23,Dismissed,K Line Logistics (USA) Inc,,,2016-01-11,Technology
60005,60047,15-A00240,2015-03-19,Dismissed,Allied Medical Transportation,,,2016-03-03,Transportation
60626,,15-A00241,2015-04-22,Dismissed,Target Corporation,,,,
62702,62704,15-A00242,2015-04-27,Dismissed,COOPER'S HAWK WINERY,,,2015-06-25,
61032,61032,15-A00244,2015-04-27,Dismissed,COUNTRY INN & SUITES AKA FREEPORT LODGING,,,2015-05-20,Lodging/Hospitality
60527,60602,15-A00245,2015-04-27,Dismissed,MONDELEZ INTL,,,2015-04-28,
60651,60076,15-A00246,2015-04-27,Dismissed,FEDERAL MOGUL MOTOR PARTS,,,2015-04-28,
61554,61554,15-A00247,2015-04-28,Dismissed,Avanti's Dome,,,2015-05-20,
61063,,15-A00248,2015-02-04,Dismissed,Advacare Systems ,,,,
62521,62526,15-A00250,2015-04-28,Dismissed,RAMADA LIMITED,,,2016-08-16,
,60543,15-A00254,2015-04-28,Fully Paid,"SASA, Inc",,,2015-09-14,Newspaper Publishers
60714,60007,15-A00256,2015-03-19,Dismissed,"PMI Cartoning, Inc",,,2015-12-31,Service
60645,60077,15-A00257,2015-03-16,Dismissed,IHOP ,,,2015-12-03,Restaurant
,61822,15-A00259,2015-03-19,Fully Paid,"A Plus Yard Services, Inc",1654.03,,2016-06-09,Construction/Landscaping
61615,75038,15-A00260,2015-03-19,Dismissed,"Cottonwood Financial Administrative Services, LCC",,,2015-08-31,Financial Services
60643,60614,15-A00261,2015-03-05,Dismissed,Ephinania Blue,,,2016-06-15,Restaurant
60134,60048,15-A00263,2014-11-19,Fully Paid,Pacific Rail Service,396.8,,2016-05-09,Transportation
60559,60559,15-A00264,2015-05-05,Dismissed,Drs. Luckhardt & Maze,,,2015-06-05,
61462,61462,15-A00265,2015-05-05,Dismissed,Petey's Pub and Grill,,,2015-05-20,
60107,60107,15-A00266,2015-05-05,Dismissed,McDonald's,,,2015-05-05,
,60123,15-A00267,2015-05-05,Dismissed,Hansen Plastics,,,2015-05-05,
52722,61264,15-A00268,2015-05-05,Dismissed,John Deere - Parts Distribution Center,,,2015-05-26,
60657,60657,15-A00269,2015-05-05,Dismissed,Kenan and Karen Onel,,,2015-05-05,
61361,61356,15-A00270,2015-02-18,Dismissed,"Wise Guys, Inc.",,,2015-09-15,Fast Food
60634,60614,15-A00271,2015-01-08,Dismissed,Whirly Ball,,,2015-08-10,Entertainment & Leisure
60064,60085,15-A00272,2014-12-19,Dismissed,Club Foods (Super Fresh Market),,,2015-11-06,Grocery
60639,60626,15-A00273,2015-01-14,Dismissed,Jose Sanchez,,,2015-08-10,Construction/Landscaping
60645,60651,15-A00274,2015-01-27,Fully Paid,Falafill,801.96,,2016-03-09,Fast Food
60169,60101,15-A00275,2015-01-28,Dismissed,Great Lakes Services II,0,,2015-06-29,Transportation
60409,60443,15-A00276,2015-01-22,Dismissed,The Dubois Douglas Center,,,2016-02-02,Health Care
60156,60118,15-A00277,2015-01-16,Dismissed,M Raess and Son Trucking,,,2015-09-07,Transportation
60440,60563,15-A00278,2015-01-15,Dismissed,Hmart Midwest Dorp dba Super H Mart,,,2016-01-28,Grocery
60645,60101,15-A00279,2015-01-14,Dismissed,"VDV Express, Inc",,,2016-02-29,Transportation
60620,60620,15-A00280,2015-01-21,Dismissed,Kiddie Heaven Learning Academy,,,,Education
,60081,15-A00281,2015-02-06,Dismissed,Miller Painting and Decorating Co,,,2015-07-09,Construction/Landscaping
60064,60085,15-A00282,2015-02-10,Dismissed,Cru-Real Estate-Ramada Inn,,,2015-08-14,Lodging/Hospitality
60409,60428,15-A00283,2015-05-14,Dismissed,Popeye's Chicken,,,2015-07-06,Fast Food
62521,62521,15-A00284,2015-01-20,Dismissed,Alpha and Omega Transportation,,,,Transportation
60632,60654,15-A00285,2015-02-13,Dismissed,Groupon,,,,Service
60618,60611,15-A00286,2015-05-06,Dismissed,National Bankcard Corp,,,2015-11-06,Financial Services
60714,60008,15-A00288,2015-01-23,Dismissed,"Exotic Motors, Inc",,,2015-09-23,Automotive
57914,60618,15-A00290,2015-01-15,Dismissed,Presence Health (RMC),0,,2016-02-29,Health Care
62034,46227,15-A00292,2015-02-17,Dismissed,Edwardsville Nursing and Rehabilitation Center,,,2016-04-25,Health Care
60505,60177,15-A00293,2015-02-10,Dismissed,Las Islas Mariscos,,,2015-06-18,Restaurant
29461,60938,15-A00294,2015-02-17,Dismissed,"RCI Trucking, Inc",,,2016-03-29,Transportation
61364,61364,15-A00295,2015-02-06,Fully Paid,Rhodes Auto S/S/S Inc,1758.55,,2016-09-07,Automotive
61764,61764,15-A00296,2015-02-19,Dismissed,KFC/Long John Silvers,,,2015-06-29,Fast Food
62301,62301,15-A00297,2015-02-17,Dismissed,P and P Cleaning Service,,,2016-09-28,Cleaning Services - Home & Office
62702,62691,15-A00298,2015-02-26,Dismissed,"Siding Concepts, Inc",,,2016-05-11,Construction/Landscaping
60613,60622,15-A00299,2015-02-18,Dismissed,Grand Medical/Best Choice/Olympus Healthcare,,,2015-10-16,Health Care
60620,60653,15-A00300,2015-02-11,Dismissed,One Stop Foods,,,2016-04-28,Grocery
60067,60089,15-A00301,2015-02-26,Dismissed,Buffalo Grove Restaurant,,,2015-12-19,Restaurant
60068,38120,15-A00302,2015-02-10,Dismissed,"Sedgwick CMS, Inc",,,2015-09-23,Insurance
60632,60610,15-A00303,2015-02-10,Fully Paid,Cleaners Mail Comp,0,,2015-12-19,Laundry Services
60409,60612,15-A00304,2015-02-17,Dismissed,John Stroger Hospital,,,2015-08-10,Health Care
60171,60661,15-A00305,2015-02-17,Dismissed,"Robinwood Consulting, LLC",,,2015-06-08,Consulting
60089,60062,15-A00306,2015-02-10,Fully Paid,Northshore Family Care,4807.76,,2015-10-21,Health Care
60636,60032,15-A00307,2015-02-26,Dismissed,W and W Communications/ Eleven Twelve Communications,,,2016-09-13,Consumer Products
60078,60060,15-A00308,2015-02-23,Dismissed,Shoen Industries,,,2015-08-31,Retail & Wholesale
61015,85043,15-A00309,2015-02-20,Dismissed,"Swift Transportation Co. of Arizona, LLC",,,2016-10-11,Transportation
60448,60477,15-A00310,2015-02-20,Dismissed,Aerotek Scientific LLC,,,2015-06-10,Technology
60950,60301,15-A00311,2015-02-23,Dismissed,Professional's Detective Agency,,,2016-01-28,Defense
,60110,15-A00312,2015-05-15,Dismissed,Cville Quarry,6200,,2016-03-23,Construction/Landscaping
60459,60624,15-A00313,2015-03-31,Fully Paid,Bobak's Sausage Co,13564.82,,2016-09-13,Grocery
60123,60118,15-A00314,2014-11-24,Dismissed,First American Bank,,,2015-11-17,Financial Services
62363,60363,15-A00315,2015-01-23,Dismissed,Eastside Health and Rehab,,,2015-10-02,Health Care
60656,60523,15-A00316,2014-10-30,Fully Paid,R Vari and Associates ,1386,,2016-04-27,Consulting
60202,60612,15-A00317,2014-09-22,Dismissed,Rosebud on Rush,,,2016-11-29,Restaurant
,60126,15-A00318,2015-05-21,Dismissed,SKYZONE,,,2015-05-21,
60445,60462,15-A00319,2015-05-21,Dismissed,Red Lobster,,,2015-08-04,
60619,60649,15-A00320,2015-05-21,Dismissed,Renaissance South Shore,,,2015-05-21,
62040,62025,15-A00321,2015-05-28,Dismissed,Customized Distribution Service Inc.,,,,
60438,60440,15-A00322,2015-05-28,Dismissed,MacNeil Automotive,,,2015-08-11,
60619,60661,15-A00323,2015-05-28,Dismissed,Titan Security Services,,,2015-05-28,
62959,62918,15-A00324,2015-05-28,Dismissed,Dairy Queen,,,2015-05-28,
61723,61774,15-A00326,2015-03-24,Fully Paid,Allin Township Fire Protection District,1159,,2016-07-01,Government
53813,62703,15-A00327,2015-04-21,Dismissed,"Maxim Racing, Inc.",,,2015-12-22,Manufacturing
60609,60301,15-A00328,2015-03-19,Dismissed,Wells Street Popcorn,,,2016-09-09,"Food, Beverage & Tobacco"
60634,60634,15-A00329,2015-04-17,Dismissed,"Polo Exclusive Wood Flooring, Inc. ",,,2015-09-07,Construction/Landscaping
60634,60106,15-A00330,2015-04-17,Dismissed,"Armadio Cabinets, Inc.",,,2015-09-07,Construction/Landscaping
60131,60106,15-A00331,2015-04-15,Dismissed,"Geanto's Trucking Company, Inc.",,,2016-04-18,Transportation
60623,60629,15-A00332,2015-04-20,Fully Paid,Core Security And Investigations Group & Consultants Inc.,3765.54,,2016-04-22,Security Company
60463,60463,15-A00333,2015-03-03,Dismissed,Anemone Restaurant Corp,,,2016-04-06,Restaurant
48602,80487,15-A00334,2015-03-25,Dismissed,"3 S International, LLC",,,2015-06-17,
60435,60446,15-A00335,2015-04-21,Fully Paid,Duct Kleen,4064.51,,2016-06-16,Cleaning Services - Home & Office
60914,60954,15-A00336,2015-02-10,Fully Paid,"Stone Crest Assisted Living/Stonecrest Manor, Inc.",530.94,,2016-08-16,Health Care
60560,60554,15-A00337,2015-03-30,Fully Paid,"Calamity Jane's/Janie B's Of Sugar Grove, Inc.",2387.5,,2016-11-10,Restaurant
61201,61490,15-A00338,2015-03-30,Fully Paid,"Superior Asphalt Paving, Inc.",951,,,Construction/Landscaping
60505,60151,15-A00339,2015-03-30,Dismissed,"Acquaviva Winery, LLC",,,2015-07-06,
60657,60601,15-A00340,2015-03-20,Dismissed,Clark Hill PLC,,,2015-09-23,Legal
60805,60007,15-A00341,2015-04-15,Dismissed,Steiner Electric Company,,,2015-11-12,Energy
60714,60007,15-A00342,2015-04-15,Dismissed,"Schmitts Truck Repair, Inc.",,,2015-10-30,Automotive
60445,92626,15-A00343,2015-03-24,Dismissed,Anna's Linen,,,2015-06-17,
60624,60644,15-A00344,2015-04-06,Dismissed,R & D Bus Company,,,2016-10-17,Transportation
60652,60406,15-A00345,2015-03-31,Dismissed,Guardian Security Services,,,2016-08-01,Security Company
60629,60636,15-A00346,2015-03-03,Dismissed,"Arts Auto Rebuilders, Inc.",,,2016-09-06,Automotive
60628,60612,15-A00347,2015-03-23,Dismissed,Pete's Market,,,2016-08-01,Grocery
60644,60609,15-A00348,2015-03-31,Fully Paid,Berkshire Freezer Warehouse,,,2016-05-06,Service
60628,60628,15-A00351,2015-05-11,Dismissed,Montessori Academy,,,2015-06-17,
60462,60803,15-A00352,2015-03-20,Dismissed,"Mid American Tool, T&E Tools, Tilted Kilt",,,2016-08-11,Service
60030,60073,15-A00353,2015-03-06,Fully Paid,Subway,2294.71,,2016-06-01,Restaurant
60637,60607,15-A00354,2015-03-18,Dismissed,Block Infant Toddler Child Care,,,2015-08-10,
60090,60090,15-A00355,2015-03-09,Dismissed,La Baguette Bakery,,,2015-11-16,"Food, Beverage & Tobacco"
60137,60018,15-A00356,2015-03-12,Fully Paid,"Compassionate Care, Inc.",341.38,341.38,2015-08-26,
61008,61065,15-A00357,2015-03-20,Dismissed,"Beaver Creek Nursery, Inc.",,,2015-08-31,Agriculture
60459,60632,15-A00358,2015-03-24,Dismissed,Triple Truck & Trailer Repair,,,2016-10-05,Transportation
60002,60014,15-A00359,2015-04-03,Dismissed,Total Systems Roofing,,,2015-10-16,Construction/Landscaping
60472,60412,15-A00361,2015-06-04,Dismissed,Village of Robbins,,,2015-06-17,
60631,60714,15-A00362,2015-06-08,Dismissed,Oasis Fun Center,,,2016-05-03,Non-Profit
61350,61354,15-A00364,2015-04-20,Fully Paid,"Anthony C. Raccuglia & Associates, P.C.",,,2015-12-18,Legal
60657,60613,15-A00365,2015-04-10,Fully Paid,"Azteca de Oro Mexican Grill, LLC",13690.5,,2016-03-23,Restaurant
60051,60131,15-A00366,2015-06-08,Dismissed,Atlas Restoration,,,2015-09-23,
29910,60126,15-A00367,2015-05-18,Dismissed,"Chicago Metropolitan Fire Prevention, Co.",,,2016-05-06,Service
60630,60714,15-A00368,2015-03-13,Dismissed,Grand Prix Trading,,,2015-12-19,
60625,60657,15-A00370,2015-03-10,Fully Paid,Southport Grocery & Cafe,5267.61,,2015-11-16,"Food, Beverage & Tobacco"
60408,60435,15-A00371,2015-03-11,Fully Paid,Planet Fitness,74.64,,2016-06-22,Entertainment & Leisure
60436,60433,15-A00372,2015-03-16,Fully Paid,Southeast Joliet Sanitary District,,,2016-06-13,Government
60629,60605,15-A00373,2015-03-20,Dismissed,"United Maintenance Company, Inc.",0,,2015-12-02,Cleaning Services - Home & Office
60177,60133,15-A00374,2015-06-08,Dismissed,Maines Paper & Food Service,,,2015-12-24,
60115,61107,15-A00375,2015-05-18,Dismissed,"Peak Medical Home Care, Inc.",,,2016-11-04,Health Care
60601,60433,15-A00376,2015-05-14,Fully Paid,Joliet Country Club ,75.35,,2016-09-14,
60446,61108,15-A00377,2015-03-09,Dismissed,Rockford Xpress,,,2015-07-02,Transportation
43623-1518,60611,15-A00378,2015-06-08,Fully Paid,Local Root,2611.7,,2016-11-01,Fast Food
62918,62959,15-A00379,2015-06-08,Dismissed,Pepsi Midamerica Co.,,,2015-08-31,
,60133,15-A00380,2015-03-16,Dismissed,New China Buffet,,,2016-08-31,Restaurant
,60047,15-A00381,2015-06-17,Dismissed,Massage Envy,,,2015-07-17,Service
62058,62088,15-A00382,2015-06-18,Dismissed,Bamboo Garden,,,,Restaurant
60609,,15-A00383,2015-06-18,Dismissed,Competitive Woodcraft,,,,
60632,60165,15-A00384,2015-06-18,Dismissed,"Multi-Temps Staffing, Inc ",,,2016-10-31,Day and Temporary Labor/Staffing
60123,,15-A00385,2015-06-18,Dismissed,"Jarosch Bakery, Inc",,,,
32407,,15-A00386,2015-06-18,Dismissed,"Elite Z Logistics LLC, Inc",,,,
60436,,15-A00387,2015-06-18,Dismissed,AM Services ,,,,
60417,,15-A00388,2015-06-18,Dismissed,City of Markham,,,,
60402,,15-A00389,2015-06-18,Dismissed,Lakeshore Exhibit Service Inc,,,,
,61920,15-A00390,2015-06-19,Dismissed,Fetcher's ,,,2015-07-06,Retail & Wholesale
60172,60010,15-A00391,2015-03-12,Dismissed,Mulberry,,,2015-09-07,Service
60060,60048,15-A00392,2015-03-06,Fully Paid,Hampton Inn and Suites,445.13,,2016-06-21,Lodging/Hospitality
60660,60660,15-A00393,2015-03-24,Fully Paid,West Gate,634.24,,2016-12-12,Lodging/Hospitality
